"id","description","id.1","label","id.2","label.1","id.3","label.2","id.4","label.3","id.5","label.4","id.6","label.5","id.7","label.6","id.8","label.7","id.9","label.8","id.10","label.9","id","label"
"","","","","RO223","Constanta","","","","","","","","","","","","","","","","","",""
"","","","","RO224","Galati","","","","","","","","","","","","","","","","","",""
"","","","","RO225","Tulcea","","","","","","","","","","","","","","","","","",""
"","","","","RO226","Vrancea","","","","","","","","","","","","","","","","","",""
"","","","","DE80M","Nordwestmecklenburg","","","","","","","","","","","","","","","","","",""
"","","","","DE80O","Ludwigslust-Parchim","","","","","","","","","","","","","","","","","",""
"","","","","DE80K","Landkreis Rostock","","","","","","","","","","","","","","","","","",""
"","","","","DE8C","Vorpommern","","","","","","","","","","","","","","","","","",""
"","","","","DE80L","Vorpommern-Rügen","","","","","","","","","","","","","","","","","",""
"","","","","DE80N","Vorpommern-Greifswald","","","","","","","","","","","","","","","","","",""
"","","","","DE8D","Mecklenburgische Seenplatte","","","","","","","","","","","","","","","","","",""
"","","","","DE80J","Mecklenburgische Seenplatte","","","","","","","","","","","","","","","","","",""
"","","","","PL523","Nyski","","","","","","","","","","","","","","","","","",""
"","","","","PL524","Opolski","","","","","","","","","","","","","","","","","",""
"","","","","PL616","Grudziadzki","","","","","","","","","","","","","","","","","",""
"","","","","PL617","Inowroclawski","","","","","","","","","","","","","","","","","",""
"","","","","PL618","Swiecki","","","","","","","","","","","","","","","","","",""
"","","","","PL619","Wloclawski","","","","","","","","","","","","","","","","","",""
"","","","","PL636","Slupski","","","","","","","","","","","","","","","","","",""
"","","","","PL637","Chojnicki","","","","","","","","","","","","","","","","","",""
"","","","","PL638","Starogardzki","","","","","","","","","","","","","","","","","",""
"","","","","SI03","Eastern Slovenia","","","","","","","","","","","","","","","","","",""
"","","","","SI031","Mura","","","","","","","","","","","","","","","","","",""
"","","","","SI032","Drava","","","","","","","","","","","","","","","","","",""
"","","","","SI033","Carinthia","","","","","","","","","","","","","","","","","",""
"","","","","SI034","Savinja","","","","","","","","","","","","","","","","","",""
"","","","","SI035","Central Sava","","","","","","","","","","","","","","","","","",""
"","","","","SI036","Lower Sava","","","","","","","","","","","","","","","","","",""
"","","","","SI037","Southeast Slovenia","","","","","","","","","","","","","","","","","",""
"","","","","SI038","Littoral–Inner Carniola","","","","","","","","","","","","","","","","","",""
"","","","","SI04","Western Slovenia","","","","","","","","","","","","","","","","","",""
"","","","","SI041","Central Slovenia","","","","","","","","","","","","","","","","","",""
"","","","","SI042","Upper Carniola","","","","","","","","","","","","","","","","","",""
"","","","","SI043","Goriska","","","","","","","","","","","","","","","","","",""
"","","","","SI044","Coastal-Karst","","","","","","","","","","","","","","","","","",""
"","","","","RO31","South - Muntenia","","","","","","","","","","","","","","","","","",""
"","","","","RO311","Arges","","","","","","","","","","","","","","","","","",""
"","","","","RO312","Calarasi","","","","","","","","","","","","","","","","","",""
"","","","","RO313","Dambovita","","","","","","","","","","","","","","","","","",""
"","","","","RO314","Giurgiu","","","","","","","","","","","","","","","","","",""
"","","","","RO315","Ialomita","","","","","","","","","","","","","","","","","",""
"","","","","RO316","Prahova","","","","","","","","","","","","","","","","","",""
"","","","","RO317","Teleorman","","","","","","","","","","","","","","","","","",""
"","","","","RO32","Bucharest - Ilfov","","","","","","","","","","","","","","","","","",""
"","","","","RO321","Bucuresti","","","","","","","","","","","","","","","","","",""
"","","","","RO322","Ilfov","","","","","","","","","","","","","","","","","",""
"","","","","RO41","South West Oltenia","","","","","","","","","","","","","","","","","",""
"","","","","RO411","Dolj","","","","","","","","","","","","","","","","","",""
"","","","","RO412","Gorj","","","","","","","","","","","","","","","","","",""
"","","","","RO413","Mehedinti","","","","","","","","","","","","","","","","","",""
"","","","","RO414","Olt","","","","","","","","","","","","","","","","","",""
"","","","","RO415","Valcea","","","","","","","","","","","","","","","","","",""
"","","","","RO42","West","","","","","","","","","","","","","","","","","",""
"","","","","RO421","Arad","","","","","","","","","","","","","","","","","",""
"","","","","RO422","Caras-Severin","","","","","","","","","","","","","","","","","",""
"","","","","RO423","Hunedoara","","","","","","","","","","","","","","","","","",""
"","","","","RO424","Timis","","","","","","","","","","","","","","","","","",""
"","","","","BGR","Bulgaria","","","","","","","","","","","","","","","","","",""
"","","","","BG31","North West","","","","","","","","","","","","","","","","","",""
"","","","","BG311","Vidin","","","","","","","","","","","","","","","","","",""
"","","","","BG312","Montana (BG)","","","","","","","","","","","","","","","","","",""
"","","","","BG313","Vratsa","","","","","","","","","","","","","","","","","",""
"","","","","BG314","Pleven","","","","","","","","","","","","","","","","","",""
"","","","","BG315","Lovech","","","","","","","","","","","","","","","","","",""
"","","","","BG32","North Central","","","","","","","","","","","","","","","","","",""
"","","","","BG321","Veliko Tarnovo","","","","","","","","","","","","","","","","","",""
"","","","","BG322","Gabrovo","","","","","","","","","","","","","","","","","",""
"","","","","BG323","Ruse","","","","","","","","","","","","","","","","","",""
"","","","","BG324","Razgrad","","","","","","","","","","","","","","","","","",""
"","","","","BG325","Silistra","","","","","","","","","","","","","","","","","",""
"","","","","BG33","North East","","","","","","","","","","","","","","","","","",""
"","","","","BG331","Varna","","","","","","","","","","","","","","","","","",""
"","","","","BG332","Dobrich","","","","","","","","","","","","","","","","","",""
"","","","","BG333","Shumen","","","","","","","","","","","","","","","","","",""
"","","","","BG334","Targovishte","","","","","","","","","","","","","","","","","",""
"","","","","BG34","South East","","","","","","","","","","","","","","","","","",""
"","","","","BG341","Burgas","","","","","","","","","","","","","","","","","",""
"","","","","BG342","Sliven","","","","","","","","","","","","","","","","","",""
"","","","","BG343","Yambol","","","","","","","","","","","","","","","","","",""
"","","","","BG344","Starazagora","","","","","","","","","","","","","","","","","",""
"","","","","BG41","South West","","","","","","","","","","","","","","","","","",""
"","","","","BG411","Sofia (Stolitsa)","","","","","","","","","","","","","","","","","",""
"","","","","BG412","Sofia","","","","","","","","","","","","","","","","","",""
"","","","","BG413","Blagoevgrad","","","","","","","","","","","","","","","","","",""
"","","","","BG414","Pernik","","","","","","","","","","","","","","","","","",""
"","","","","BG415","Kyustendil","","","","","","","","","","","","","","","","","",""
"","","","","BG42","South Central","","","","","","","","","","","","","","","","","",""
"","","","","BG421","Plovdiv","","","","","","","","","","","","","","","","","",""
"","","","","BG422","Haskovo","","","","","","","","","","","","","","","","","",""
"","","","","BG423","Pazardzhik","","","","","","","","","","","","","","","","","",""
"","","","","BG424","Smolyan","","","","","","","","","","","","","","","","","",""
"","","","","BG425","Kardzhali","","","","","","","","","","","","","","","","","",""
"","","","","IL010","Jerusalem District","","","","","","","","","","","","","","","","","",""
"","","","","IL020","Northern District","","","","","","","","","","","","","","","","","",""
"","","","","IL030","Haifa District","","","","","","","","","","","","","","","","","",""
"","","","","IL040","Central District","","","","","","","","","","","","","","","","","",""
"","","","","IL050","Tel Aviv District","","","","","","","","","","","","","","","","","",""
"","","","","IL060","Southern District","","","","","","","","","","","","","","","","","",""
"","","","","FRY","Overseas departments","","","","","","","","","","","","","","","","","",""
"","","","","FRY1","Guadeloupe","","","","","","","","","","","","","","","","","",""
"","","","","FRY10","Guadeloupe","","","","","","","","","","","","","","","","","",""
"","","","","FRY2","Martinique","","","","","","","","","","","","","","","","","",""
"","","","","FRY20","Martinique","","","","","","","","","","","","","","","","","",""
"","","","","FRY3","French Guiana","","","","","","","","","","","","","","","","","",""
"","","","","FRY30","French Guiana","","","","","","","","","","","","","","","","","",""
"","","","","FRY4","La Réunion","","","","","","","","","","","","","","","","","",""
"","","","","FRY40","La Réunion","","","","","","","","","","","","","","","","","",""
"","","","","FRY5","Mayotte","","","","","","","","","","","","","","","","","",""
"","","","","FRY50","Mayotte","","","","","","","","","","","","","","","","","",""
"","","","","KR054","Sejong","","","","","","","","","","","","","","","","","",""
"","","","","CA1010N","Avalon Peninsula, Newfoundland and Labrador ","","","","","","","","","","","","","","","","","",""
"","","","","CA1020N","South Coast-Burin Peninsula, Newfoundland and Labrador ","","","","","","","","","","","","","","","","","",""
"","","","","CA1030N","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador ","","","","","","","","","","","","","","","","","",""
"","","","","CA1040N","Notre Dame-Central Bonavista Bay, Newfoundland and Labrador ","","","","","","","","","","","","","","","","","",""
"","","","","CA1110N","Prince Edward Island","","","","","","","","","","","","","","","","","",""
"","","","","CA1210N","Cape Breton, Nova Scotia ","","","","","","","","","","","","","","","","","",""
"","","","","CA1220N","North Shore, Nova Scotia ","","","","","","","","","","","","","","","","","",""
"","","","","CA1230N","Annapolis Valley, Nova Scotia ","","","","","","","","","","","","","","","","","",""
"","","","","CA1240N","Southern, Nova Scotia ","","","","","","","","","","","","","","","","","",""
"","","","","CA1250N","Halifax, Nova Scotia ","","","","","","","","","","","","","","","","","",""
"","","","","CA1310N","Campbellton-Miramichi, New Brunswick ","","","","","","","","","","","","","","","","","",""
"","","","","CA1320N","Moncton-Richibucto, New Brunswick ","","","","","","","","","","","","","","","","","",""
"","","","","CA1330N","Saint John-St. Stephen, New Brunswick ","","","","","","","","","","","","","","","","","",""
"","","","","CA1340N","Fredericton-Oromocto, New Brunswick ","","","","","","","","","","","","","","","","","",""
"","","","","CA1350N","Edmundston-Woodstock, New Brunswick ","","","","","","","","","","","","","","","","","",""
"","","","","CA2410N","Gaspésie-Îles-de-la-Madeleine, Quebec ","","","","","","","","","","","","","","","","","",""
"","","","","CA2415N","Bas-Saint-Laurent, Quebec ","","","","","","","","","","","","","","","","","",""
"","","","","CA2420N","Capitale-Nationale, Quebec ","","","","","","","","","","","","","","","","","",""
"","","","","CA2425N","Chaudière-Appalaches, Quebec ","","","","","","","","","","","","","","","","","",""
